#,"Date Time, GMT-05:00",DO_concentration,"Temp, °C (LGR S/N: 20880670, SEN S/N: 20880670)","DO Adj Conc, mg/L (LGR S/N: 20880670)","DO Percent Sat, % (LGR S/N: 20880670)","Abs Pres, kPa (LGR S/N: 21132118, SEN S/N: 21132118)"
15899,7/25/2022 6:30,-0.01,25.96,-0.36,-4.3,101.948
15900,7/25/2022 6:45,-0.01,25.96,-0.36,-4.3,101.978
15901,7/25/2022 7:00,-0.01,25.96,-0.36,-4.3,102.005
15902,7/25/2022 7:15,-0.01,25.96,-0.36,-4.3,102.006
15903,7/25/2022 7:30,-0.01,25.94,-0.36,-4.3,102.012
15904,7/25/2022 7:45,-0.01,25.94,-0.36,-4.3,102.011
15905,7/25/2022 8:00,-0.01,25.94,-0.36,-4.3,102.006
15906,7/25/2022 8:15,-0.01,25.94,-0.36,-4.3,102.004
15907,7/25/2022 8:30,-0.01,25.96,-0.36,-4.3,102.021
15908,7/25/2022 8:45,-0.01,25.96,-0.36,-4.3,102.003
15909,7/25/2022 9:00,-0.01,25.96,-0.36,-4.3,101.988
15910,7/25/2022 9:15,-0.01,25.98,-0.36,-4.4,101.992
15911,7/25/2022 9:30,-0.01,26,-0.36,-4.4,101.976
15912,7/25/2022 9:45,-0.01,26.02,-0.36,-4.4,101.964
15913,7/25/2022 10:00,-0.01,26.04,-0.36,-4.4,101.983
15914,7/25/2022 10:15,-0.01,26.08,-0.36,-4.4,101.953
15915,7/25/2022 10:30,-0.01,26.12,-0.36,-4.4,101.962
15916,7/25/2022 10:45,-0.01,26.16,-0.36,-4.4,101.976
15917,7/25/2022 11:00,-0.01,26.18,-0.36,-4.4,101.986
15918,7/25/2022 11:15,-0.01,26.22,-0.36,-4.4,101.968
15919,7/25/2022 11:30,-0.01,26.24,-0.36,-4.4,101.942
15920,7/25/2022 11:45,-0.01,26.28,-0.36,-4.4,101.91
15921,7/25/2022 12:00,-0.01,26.3,-0.36,-4.4,101.906
15922,7/25/2022 12:15,-0.01,26.34,-0.36,-4.4,101.886
15923,7/25/2022 12:30,-0.01,26.38,-0.36,-4.4,101.844
15924,7/25/2022 12:45,-0.01,26.42,-0.36,-4.4,101.822
15925,7/25/2022 13:00,-0.01,26.46,-0.36,-4.4,101.802
15926,7/25/2022 13:15,-0.01,26.52,-0.36,-4.4,101.79
15927,7/25/2022 13:30,-0.01,26.56,-0.36,-4.4,101.735
15928,7/25/2022 13:45,-0.01,26.6,-0.36,-4.4,101.735
15929,7/25/2022 14:00,-0.01,26.64,-0.36,-4.4,101.669
15930,7/25/2022 14:15,-0.01,26.68,-0.36,-4.4,101.68
15931,7/25/2022 14:30,-0.01,26.72,-0.36,-4.4,101.701
15932,7/25/2022 14:45,-0.01,26.74,-0.36,-4.4,101.679
15933,7/25/2022 15:00,-0.01,26.76,-0.36,-4.4,101.658
15934,7/25/2022 15:15,-0.01,26.76,-0.36,-4.4,101.623
15935,7/25/2022 15:30,-0.01,26.76,-0.36,-4.4,101.652
15936,7/25/2022 15:45,-0.01,26.76,-0.36,-4.4,101.657
15937,7/25/2022 16:00,-0.01,26.74,-0.36,-4.4,101.693
15938,7/25/2022 16:15,-0.01,26.7,-0.36,-4.4,101.703
15939,7/25/2022 16:30,-0.01,26.66,-0.36,-4.4,101.692
15940,7/25/2022 16:45,-0.01,26.62,-0.36,-4.4,101.678
15941,7/25/2022 17:00,-0.01,26.56,-0.36,-4.4,101.65
15942,7/25/2022 17:15,-0.01,26.5,-0.36,-4.4,101.69
15943,7/25/2022 17:30,-0.01,26.46,-0.36,-4.4,101.675
15944,7/25/2022 17:45,-0.01,26.4,-0.36,-4.4,101.682
15945,7/25/2022 18:00,-0.01,26.36,-0.36,-4.4,101.69
15946,7/25/2022 18:15,-0.01,26.3,-0.36,-4.4,101.687
15947,7/25/2022 18:30,-0.01,26.26,-0.36,-4.4,101.736
15948,7/25/2022 18:45,-0.01,26.22,-0.36,-4.4,101.773
15949,7/25/2022 19:00,-0.01,26.16,-0.36,-4.4,101.755
15950,7/25/2022 19:15,-0.01,26.12,-0.36,-4.4,101.779
15951,7/25/2022 19:30,-0.01,26.08,-0.36,-4.4,101.793
15952,7/25/2022 19:45,-0.01,26.04,-0.36,-4.4,101.82
15953,7/25/2022 20:00,-0.01,26,-0.36,-4.4,101.85
15954,7/25/2022 20:15,-0.01,25.98,-0.36,-4.4,101.856
15955,7/25/2022 20:30,-0.01,25.94,-0.36,-4.4,101.863
15956,7/25/2022 20:45,-0.01,25.9,-0.36,-4.4,101.892
15957,7/25/2022 21:00,-0.01,25.88,-0.36,-4.4,101.912
15958,7/25/2022 21:15,-0.01,25.84,-0.36,-4.4,101.921
15959,7/25/2022 21:30,-0.01,25.8,-0.36,-4.4,101.93
15960,7/25/2022 21:45,-0.01,25.78,-0.36,-4.4,101.939
15961,7/25/2022 22:00,-0.01,25.76,-0.36,-4.4,101.934
15962,7/25/2022 22:15,-0.01,25.72,-0.36,-4.3,101.921
15963,7/25/2022 22:30,-0.01,25.7,-0.36,-4.3,101.872
15964,7/25/2022 22:45,-0.01,25.68,-0.36,-4.3,101.878
15965,7/25/2022 23:00,-0.01,25.68,-0.36,-4.3,101.865
15966,7/25/2022 23:15,-0.01,25.66,-0.36,-4.3,101.873
15967,7/25/2022 23:30,-0.01,25.62,-0.36,-4.3,101.893
15968,7/25/2022 23:45,-0.01,25.62,-0.36,-4.3,101.891
15969,7/26/2022 0:00,-0.01,25.6,-0.36,-4.3,101.879
15970,7/26/2022 0:15,-0.01,25.58,-0.36,-4.3,101.866
15971,7/26/2022 0:30,-0.01,25.56,-0.36,-4.3,101.877
15972,7/26/2022 0:45,-0.01,25.56,-0.36,-4.3,101.863
15973,7/26/2022 1:00,-0.01,25.54,-0.36,-4.3,101.886
15974,7/26/2022 1:15,-0.01,25.52,-0.36,-4.3,101.872
15975,7/26/2022 1:30,-0.01,25.5,-0.36,-4.3,101.858
15976,7/26/2022 1:45,-0.01,25.5,-0.36,-4.3,101.845
15977,7/26/2022 2:00,-0.01,25.48,-0.36,-4.3,101.842
15978,7/26/2022 2:15,-0.01,25.46,-0.36,-4.3,101.864
15979,7/26/2022 2:30,-0.01,25.46,-0.36,-4.3,101.862
15980,7/26/2022 2:45,-0.01,25.44,-0.36,-4.3,101.862
15981,7/26/2022 3:00,-0.01,25.42,-0.36,-4.3,101.851
15982,7/26/2022 3:15,-0.01,25.4,-0.36,-4.3,101.873
15983,7/26/2022 3:30,-0.01,25.4,-0.36,-4.3,101.862
15984,7/26/2022 3:45,-0.01,25.38,-0.36,-4.3,101.862
15985,7/26/2022 4:00,-0.01,25.36,-0.36,-4.3,101.859
15986,7/26/2022 4:15,-0.01,25.34,-0.36,-4.3,101.881
15987,7/26/2022 4:30,-0.01,25.34,-0.36,-4.3,101.892
15988,7/26/2022 4:45,-0.01,25.32,-0.36,-4.3,101.881
15989,7/26/2022 5:00,-0.01,25.3,-0.36,-4.3,101.89
15990,7/26/2022 5:15,-0.01,25.3,-0.36,-4.3,101.901
15991,7/26/2022 5:30,-0.01,25.28,-0.36,-4.3,101.901
15992,7/26/2022 5:45,-0.01,25.28,-0.36,-4.3,101.937
15993,7/26/2022 6:00,-0.01,25.26,-0.36,-4.3,101.95
15994,7/26/2022 6:15,-0.01,25.26,-0.36,-4.3,101.931
15995,7/26/2022 6:30,-0.01,25.24,-0.36,-4.3,101.969
15996,7/26/2022 6:45,-0.01,25.24,-0.36,-4.3,101.979
15997,7/26/2022 7:00,-0.01,25.24,-0.36,-4.3,101.985
15998,7/26/2022 7:15,-0.01,25.22,-0.36,-4.3,102.002
15999,7/26/2022 7:30,-0.01,25.22,-0.36,-4.3,101.984
16000,7/26/2022 7:45,-0.01,25.22,-0.36,-4.3,101.994
16001,7/26/2022 8:00,-0.01,25.22,-0.36,-4.3,101.992
16002,7/26/2022 8:15,-0.01,25.22,-0.36,-4.3,101.998
16003,7/26/2022 8:30,-0.01,25.2,-0.36,-4.3,101.992
16004,7/26/2022 8:45,-0.01,25.22,-0.36,-4.3,101.972
16005,7/26/2022 9:00,-0.01,25.22,-0.36,-4.3,101.965
16006,7/26/2022 9:15,-0.01,25.24,-0.36,-4.3,101.965
16007,7/26/2022 9:30,-0.01,25.26,-0.36,-4.3,101.969
16008,7/26/2022 9:45,-0.01,25.28,-0.36,-4.3,101.97
16009,7/26/2022 10:00,-0.01,25.3,-0.36,-4.3,101.938
16010,7/26/2022 10:15,-0.01,25.32,-0.36,-4.3,101.947
16011,7/26/2022 10:30,-0.01,25.34,-0.36,-4.3,101.935
16012,7/26/2022 10:45,-0.01,25.36,-0.36,-4.3,101.937
16013,7/26/2022 11:00,-0.01,25.38,-0.36,-4.3,101.927
16014,7/26/2022 11:15,-0.01,25.4,-0.36,-4.3,101.923
16015,7/26/2022 11:30,-0.01,25.4,-0.36,-4.3,101.906
16016,7/26/2022 11:45,-0.01,25.42,-0.36,-4.3,101.882
16017,7/26/2022 12:00,-0.01,25.44,-0.36,-4.3,101.87
16018,7/26/2022 12:15,-0.01,25.46,-0.36,-4.3,101.842
16019,7/26/2022 12:30,-0.01,25.46,-0.36,-4.4,101.791
16020,7/26/2022 12:45,-0.01,25.48,-0.36,-4.4,101.787
16021,7/26/2022 13:00,-0.01,25.5,-0.36,-4.4,101.781
16022,7/26/2022 13:15,-0.01,25.52,-0.36,-4.4,101.796
16023,7/26/2022 13:30,-0.01,25.52,-0.36,-4.4,101.787
16024,7/26/2022 13:45,-0.01,25.52,-0.36,-4.4,101.811
16025,7/26/2022 14:00,-0.01,25.52,-0.36,-4.4,101.796
16026,7/26/2022 14:15,-0.01,25.5,-0.36,-4.4,101.776
16027,7/26/2022 14:30,-0.01,25.48,-0.36,-4.4,101.768
16028,7/26/2022 14:45,-0.01,25.46,-0.36,-4.4,101.774
16029,7/26/2022 15:00,-0.01,25.44,-0.36,-4.4,101.736
16030,7/26/2022 15:15,-0.01,25.42,-0.36,-4.4,101.755
16031,7/26/2022 15:30,-0.01,25.4,-0.36,-4.3,101.775
16032,7/26/2022 15:45,-0.01,25.4,-0.36,-4.3,101.777
16033,7/26/2022 16:00,-0.01,25.38,-0.36,-4.3,101.807
16034,7/26/2022 16:15,-0.01,25.38,-0.36,-4.3,101.845
16035,7/26/2022 16:30,-0.01,25.36,-0.36,-4.3,101.832
16036,7/26/2022 16:45,-0.01,25.34,-0.36,-4.3,101.799
16037,7/26/2022 17:00,-0.01,25.32,-0.36,-4.3,101.776
16038,7/26/2022 17:15,-0.01,25.32,-0.36,-4.3,101.797
16039,7/26/2022 17:30,-0.01,25.3,-0.36,-4.3,101.77
16040,7/26/2022 17:45,-0.01,25.28,-0.36,-4.3,101.785
16041,7/26/2022 18:00,-0.01,25.26,-0.36,-4.3,101.828
16042,7/26/2022 18:15,-0.01,25.26,-0.36,-4.3,101.795
16043,7/26/2022 18:30,-0.02,25.24,-0.72,-8.7,101.788
16044,7/26/2022 18:45,-0.01,25.24,-0.36,-4.3,101.793
16045,7/26/2022 19:00,-0.02,25.24,-0.72,-8.7,101.793
16046,7/26/2022 19:15,-0.02,25.22,-0.72,-8.7,101.813
16047,7/26/2022 19:30,-0.01,25.22,-0.36,-4.3,101.813
16048,7/26/2022 19:45,-0.02,25.22,-0.72,-8.7,101.824
16049,7/26/2022 20:00,-0.01,25.22,-0.36,-4.3,101.857
16050,7/26/2022 20:15,-0.02,25.22,-0.72,-8.7,101.879
16051,7/26/2022 20:30,-0.01,25.22,-0.36,-4.3,101.877
16052,7/26/2022 20:45,-0.01,25.24,-0.36,-4.3,101.907
16053,7/26/2022 21:00,-0.01,25.26,-0.36,-4.3,101.946
16054,7/26/2022 21:15,-0.01,25.28,-0.36,-4.3,101.868
16055,7/26/2022 21:30,-0.02,25.3,-0.72,-8.7,101.882
16056,7/26/2022 21:45,-0.01,25.34,-0.36,-4.3,101.877
16057,7/26/2022 22:00,-0.01,25.4,-0.36,-4.4,101.882
16058,7/26/2022 22:15,-0.01,25.5,-0.36,-4.4,101.846
16059,7/26/2022 22:30,-0.01,25.6,-0.36,-4.4,101.876
16060,7/26/2022 22:45,-0.01,25.7,-0.36,-4.4,101.857
16061,7/26/2022 23:00,-0.01,25.8,-0.36,-4.4,101.86
16062,7/26/2022 23:15,-0.01,25.9,-0.36,-4.4,101.866
16063,7/26/2022 23:30,-0.01,26,-0.36,-4.4,101.832
16064,7/26/2022 23:45,-0.01,26.08,-0.36,-4.4,101.835
16065,7/27/2022 0:00,-0.01,26.14,-0.36,-4.4,101.827
16066,7/27/2022 0:15,-0.01,26.2,-0.36,-4.4,101.819
16067,7/27/2022 0:30,-0.01,26.26,-0.36,-4.4,101.81
16068,7/27/2022 0:45,-0.01,26.28,-0.36,-4.4,101.769
16069,7/27/2022 1:00,-0.01,26.32,-0.36,-4.4,101.783
16070,7/27/2022 1:15,-0.01,26.34,-0.36,-4.4,101.738
16071,7/27/2022 1:30,-0.01,26.34,-0.36,-4.4,101.752
16072,7/27/2022 1:45,-0.01,26.34,-0.36,-4.4,101.738
16073,7/27/2022 2:00,-0.01,26.34,-0.36,-4.4,101.749
16074,7/27/2022 2:15,-0.01,26.32,-0.36,-4.4,101.738
16075,7/27/2022 2:30,-0.01,26.32,-0.36,-4.4,101.738
16076,7/27/2022 2:45,-0.01,26.3,-0.36,-4.4,101.716
16077,7/27/2022 3:00,-0.01,26.28,-0.36,-4.4,101.727
16078,7/27/2022 3:15,-0.01,26.28,-0.36,-4.4,101.716
16079,7/27/2022 3:30,-0.01,26.26,-0.36,-4.4,101.694
16080,7/27/2022 3:45,-0.01,26.24,-0.36,-4.4,101.702
16081,7/27/2022 4:00,-0.01,26.24,-0.36,-4.4,101.691
16082,7/27/2022 4:15,-0.01,26.22,-0.36,-4.4,101.713
16083,7/27/2022 4:30,-0.01,26.2,-0.36,-4.4,101.689
16084,7/27/2022 4:45,-0.01,26.18,-0.36,-4.4,101.689
16085,7/27/2022 5:00,-0.01,26.16,-0.36,-4.4,101.711
16086,7/27/2022 5:15,-0.01,26.14,-0.36,-4.4,101.711
16087,7/27/2022 5:30,-0.01,26.14,-0.36,-4.4,101.722
16088,7/27/2022 5:45,-0.01,26.12,-0.36,-4.4,101.736
16089,7/27/2022 6:00,-0.01,26.1,-0.36,-4.4,101.738
16090,7/27/2022 6:15,-0.01,26.08,-0.36,-4.4,101.744
16091,7/27/2022 6:30,-0.01,26.06,-0.36,-4.4,101.763
16092,7/27/2022 6:45,-0.01,26.06,-0.36,-4.4,101.784
16093,7/27/2022 7:00,-0.01,26.04,-0.36,-4.4,101.801
16094,7/27/2022 7:15,-0.01,26.04,-0.36,-4.4,101.819
16095,7/27/2022 7:30,-0.01,26.02,-0.36,-4.4,101.824
16096,7/27/2022 7:45,-0.01,26.02,-0.36,-4.4,101.826
16097,7/27/2022 8:00,-0.01,26,-0.36,-4.4,101.826
16098,7/27/2022 8:15,-0.01,26,-0.36,-4.4,101.807
16099,7/27/2022 8:30,-0.01,26,-0.36,-4.4,101.769
16100,7/27/2022 8:45,-0.01,25.98,-0.36,-4.4,101.762
16101,7/27/2022 9:00,-0.01,25.98,-0.36,-4.4,101.755
16102,7/27/2022 9:15,-0.01,26,-0.36,-4.4,101.771
16103,7/27/2022 9:30,-0.01,26,-0.36,-4.4,101.765
16104,7/27/2022 9:45,-0.01,26.02,-0.36,-4.4,101.769
16105,7/27/2022 10:00,-0.01,26.06,-0.36,-4.4,101.749
16106,7/27/2022 10:15,-0.01,26.1,-0.36,-4.4,101.729
16107,7/27/2022 10:30,-0.01,26.14,-0.36,-4.4,101.707
16108,7/27/2022 10:45,-0.01,26.18,-0.36,-4.4,101.686
16109,7/27/2022 11:00,-0.01,26.24,-0.36,-4.4,101.667
16110,7/27/2022 11:15,-0.01,26.28,-0.36,-4.4,101.656
16111,7/27/2022 11:30,-0.01,26.34,-0.36,-4.5,101.646
16112,7/27/2022 11:45,-0.01,26.38,-0.36,-4.5,101.633
16113,7/27/2022 12:00,-0.01,26.42,-0.36,-4.5,101.634
16114,7/27/2022 12:15,-0.01,26.44,-0.36,-4.5,101.603
16115,7/27/2022 12:30,-0.01,26.48,-0.36,-4.5,101.614
16116,7/27/2022 12:45,-0.01,26.5,-0.36,-4.5,101.581
16117,7/27/2022 13:00,-0.01,26.54,-0.36,-4.5,101.602
16118,7/27/2022 13:15,-0.01,26.56,-0.36,-4.5,101.547
16119,7/27/2022 13:30,-0.01,26.58,-0.36,-4.5,101.536
16120,7/27/2022 13:45,-0.01,26.6,-0.36,-4.5,101.536
16121,7/27/2022 14:00,-0.01,26.62,-0.36,-4.5,101.503
16122,7/27/2022 14:15,-0.01,26.64,-0.36,-4.5,101.503
16123,7/27/2022 14:30,-0.01,26.66,-0.36,-4.5,101.492
16124,7/27/2022 14:45,-0.01,26.66,-0.36,-4.5,101.481
16125,7/27/2022 15:00,-0.01,26.68,-0.36,-4.5,101.492
16126,7/27/2022 15:15,-0.01,26.68,-0.36,-4.5,101.521
16127,7/27/2022 15:30,-0.01,26.68,-0.36,-4.5,101.618
16128,7/27/2022 15:45,-0.01,26.66,-0.36,-4.5,101.577
16129,7/27/2022 16:00,-0.01,27.22,-0.36,-4.5,101.551
16130,7/27/2022 16:15,-0.01,28.02,-0.36,-4.6,101.574
16131,7/27/2022 16:30,-0.01,28.64,-0.36,-4.7,101.566
16132,7/27/2022 16:45,-0.01,29.12,-0.36,-4.7,101.582
16133,7/27/2022 17:00,-0.01,29.5,-0.36,-4.7,101.601
16134,7/27/2022 17:15,-0.01,29.78,-0.36,-4.7,101.566
16135,7/27/2022 17:30,-0.01,29.98,-0.36,-4.8,101.562
16136,7/27/2022 17:45,-0.01,30.12,-0.36,-4.8,101.562
16137,7/27/2022 18:00,-0.01,30.22,-0.36,-4.8,101.609
16138,7/27/2022 18:15,-0.01,30.24,-0.36,-4.8,101.625
16139,7/27/2022 18:30,-0.01,30.22,-0.36,-4.8,101.606
16140,7/27/2022 18:45,-0.01,30.18,-0.36,-4.8,101.617
16141,7/27/2022 19:00,-0.01,30.1,-0.36,-4.8,101.639
16142,7/27/2022 19:15,-0.01,30,-0.36,-4.8,101.628
16143,7/27/2022 19:30,-0.01,29.86,-0.36,-4.8,101.63
16144,7/27/2022 19:45,-0.01,29.72,-0.36,-4.7,101.641
16145,7/27/2022 20:00,-0.01,29.56,-0.36,-4.7,101.679
16146,7/27/2022 20:15,-0.01,29.42,-0.36,-4.7,101.668
16147,7/27/2022 20:30,-0.01,29.28,-0.36,-4.7,101.655
16148,7/27/2022 20:45,-0.01,29.16,-0.36,-4.7,101.637
16149,7/27/2022 21:00,-0.01,29.02,-0.36,-4.7,101.633
16150,7/27/2022 21:15,-0.01,28.9,-0.36,-4.7,101.622
16151,7/27/2022 21:30,-0.01,28.8,-0.36,-4.7,101.606
16152,7/27/2022 21:45,-0.01,28.7,-0.36,-4.7,101.573
16153,7/27/2022 22:00,-0.01,28.6,-0.36,-4.7,101.577
16154,7/27/2022 22:15,-0.01,28.52,-0.36,-4.6,101.541
16155,7/27/2022 22:30,-0.01,28.42,-0.36,-4.6,101.554
16156,7/27/2022 22:45,-0.01,28.32,-0.36,-4.6,101.55
16157,7/27/2022 23:00,-0.01,28.22,-0.36,-4.6,101.547
16158,7/27/2022 23:15,-0.01,28.14,-0.36,-4.6,101.556
16159,7/27/2022 23:30,-0.01,28.08,-0.36,-4.6,101.578
16160,7/27/2022 23:45,-0.01,28,-0.36,-4.6,101.578
16161,7/28/2022 0:00,-0.01,27.94,-0.36,-4.6,101.573
16162,7/28/2022 0:15,-0.01,27.88,-0.36,-4.6,101.595
16163,7/28/2022 0:30,-0.01,27.82,-0.36,-4.6,101.617
16164,7/28/2022 0:45,-0.01,27.78,-0.36,-4.6,101.604
16165,7/28/2022 1:00,-0.01,27.74,-0.36,-4.6,101.579
16166,7/28/2022 1:15,-0.01,27.7,-0.36,-4.6,101.579
16167,7/28/2022 1:30,-0.01,27.66,-0.36,-4.6,101.565
16168,7/28/2022 1:45,-0.01,27.62,-0.36,-4.6,101.552
16169,7/28/2022 2:00,-0.01,27.58,-0.36,-4.6,101.53
16170,7/28/2022 2:15,-0.01,27.54,-0.36,-4.6,101.519
16171,7/28/2022 2:30,-0.01,27.5,-0.36,-4.6,101.519
16172,7/28/2022 2:45,-0.01,27.46,-0.36,-4.6,101.483
16173,7/28/2022 3:00,-0.01,27.44,-0.36,-4.6,101.485
16174,7/28/2022 3:15,-0.01,27.4,-0.36,-4.6,101.483
16175,7/28/2022 3:30,-0.01,27.38,-0.36,-4.6,101.494
16176,7/28/2022 3:45,-0.01,27.34,-0.36,-4.6,101.491
16177,7/28/2022 4:00,-0.01,27.32,-0.36,-4.6,101.491
16178,7/28/2022 4:15,-0.01,27.3,-0.36,-4.6,101.514
16179,7/28/2022 4:30,-0.01,27.26,-0.36,-4.6,101.536
16180,7/28/2022 4:45,-0.01,27.24,-0.36,-4.6,101.536
16181,7/28/2022 5:00,-0.01,27.22,-0.36,-4.6,101.522
16182,7/28/2022 5:15,-0.01,27.2,-0.36,-4.6,101.522
16183,7/28/2022 5:30,-0.01,27.18,-0.36,-4.5,101.555
16184,7/28/2022 5:45,-0.01,27.16,-0.36,-4.5,101.555
16185,7/28/2022 6:00,-0.01,27.14,-0.36,-4.5,101.56
16186,7/28/2022 6:15,-0.01,27.12,-0.36,-4.5,101.579
16187,7/28/2022 6:30,-0.01,27.1,-0.36,-4.5,101.573
16188,7/28/2022 6:45,-0.01,27.06,-0.36,-4.5,101.603
16189,7/28/2022 7:00,-0.01,27.06,-0.36,-4.5,101.622
16190,7/28/2022 7:15,-0.01,27.04,-0.36,-4.5,101.611
16191,7/28/2022 7:30,-0.01,27.04,-0.36,-4.5,101.606
16192,7/28/2022 7:45,-0.01,27.02,-0.36,-4.5,101.596
16193,7/28/2022 8:00,-0.01,27.02,-0.36,-4.5,101.581
16194,7/28/2022 8:15,-0.01,27.02,-0.36,-4.5,101.587
16195,7/28/2022 8:30,-0.01,27.02,-0.36,-4.5,101.588
16196,7/28/2022 8:45,-0.01,27.02,-0.36,-4.5,101.612
16197,7/28/2022 9:00,-0.01,27.04,-0.36,-4.5,101.607
16198,7/28/2022 9:15,-0.01,27.06,-0.36,-4.5,101.621
16199,7/28/2022 9:30,-0.01,27.08,-0.36,-4.5,101.575
16200,7/28/2022 9:45,-0.01,27.1,-0.36,-4.5,101.601
16201,7/28/2022 10:00,-0.01,27.12,-0.36,-4.5,101.576
16202,7/28/2022 10:15,-0.01,27.16,-0.36,-4.6,101.572
16203,7/28/2022 10:30,-0.01,27.2,-0.36,-4.6,101.543
16204,7/28/2022 10:45,-0.01,27.26,-0.36,-4.6,101.532
16205,7/28/2022 11:00,-0.01,27.34,-0.36,-4.6,101.511
16206,7/28/2022 11:15,-0.01,27.4,-0.36,-4.6,101.501
16207,7/28/2022 11:30,-0.01,27.46,-0.36,-4.6,101.512
16208,7/28/2022 11:45,-0.01,27.52,-0.36,-4.6,101.489
16209,7/28/2022 12:00,-0.01,27.58,-0.36,-4.6,101.491
16210,7/28/2022 12:15,-0.01,27.62,-0.36,-4.6,101.48
16211,7/28/2022 12:30,-0.01,27.68,-0.36,-4.6,101.447
16212,7/28/2022 12:45,-0.01,27.72,-0.36,-4.6,101.436
16213,7/28/2022 13:00,-0.01,27.78,-0.36,-4.6,101.414
16214,7/28/2022 13:15,-0.01,27.82,-0.36,-4.6,101.392
16215,7/28/2022 13:30,-0.01,27.86,-0.36,-4.6,101.38
16216,7/28/2022 13:45,-0.01,27.9,-0.36,-4.6,101.369
16217,7/28/2022 14:00,-0.01,27.92,-0.36,-4.6,101.358
16218,7/28/2022 14:15,-0.01,27.94,-0.36,-4.6,101.358
16219,7/28/2022 14:30,-0.01,27.96,-0.36,-4.6,101.325
16220,7/28/2022 14:45,-0.01,27.98,-0.36,-4.6,101.313
16221,7/28/2022 15:00,-0.01,27.98,-0.36,-4.6,101.302
16222,7/28/2022 15:15,-0.01,28,-0.36,-4.6,101.29
16223,7/28/2022 15:30,-0.01,28,-0.36,-4.6,101.257
16224,7/28/2022 15:45,-0.01,28,-0.36,-4.6,101.235
16225,7/28/2022 16:00,-0.01,27.98,-0.36,-4.6,101.247
16226,7/28/2022 16:15,-0.01,27.96,-0.36,-4.6,101.247
16227,7/28/2022 16:30,-0.01,27.94,-0.36,-4.6,101.268
16228,7/28/2022 16:45,-0.01,27.9,-0.36,-4.6,101.277
16229,7/28/2022 17:00,-0.01,27.86,-0.36,-4.6,101.274
16230,7/28/2022 17:15,-0.01,27.8,-0.36,-4.6,101.291
16231,7/28/2022 17:30,-0.01,27.74,-0.36,-4.6,101.267
16232,7/28/2022 17:45,-0.01,27.68,-0.36,-4.6,101.296
16233,7/28/2022 18:00,-0.01,27.64,-0.36,-4.6,101.299
16234,7/28/2022 18:15,-0.01,27.58,-0.36,-4.6,101.321
16235,7/28/2022 18:30,-0.01,27.52,-0.36,-4.6,101.307
16236,7/28/2022 18:45,-0.01,27.48,-0.36,-4.6,101.336
16237,7/28/2022 19:00,-0.01,27.44,-0.36,-4.6,101.341
16238,7/28/2022 19:15,-0.01,27.38,-0.36,-4.6,101.371
16239,7/28/2022 19:30,-0.01,27.34,-0.36,-4.6,101.375
16240,7/28/2022 19:45,-0.01,27.3,-0.36,-4.6,101.412
16241,7/28/2022 20:00,-0.01,27.26,-0.36,-4.6,101.408
16242,7/28/2022 20:15,-0.01,27.22,-0.36,-4.6,101.425
16243,7/28/2022 20:30,-0.01,27.18,-0.36,-4.6,101.445
16244,7/28/2022 20:45,-0.01,27.14,-0.36,-4.6,101.475
16245,7/28/2022 21:00,-0.01,27.12,-0.36,-4.6,101.498
16246,7/28/2022 21:15,-0.01,27.08,-0.36,-4.6,101.479
16247,7/28/2022 21:30,-0.01,27.04,-0.36,-4.6,101.509
16248,7/28/2022 21:45,-0.01,27.02,-0.36,-4.6,101.529
16249,7/28/2022 22:00,-0.01,26.98,-0.36,-4.6,101.541
16250,7/28/2022 22:15,-0.01,26.94,-0.36,-4.5,101.572
16251,7/28/2022 22:30,-0.01,26.92,-0.36,-4.5,101.566
16252,7/28/2022 22:45,-0.01,26.9,-0.36,-4.5,101.564
16253,7/28/2022 23:00,-0.01,26.86,-0.36,-4.5,101.566
16254,7/28/2022 23:15,-0.01,26.84,-0.36,-4.5,101.611
16255,7/28/2022 23:30,-0.01,26.82,-0.36,-4.5,101.618
16256,7/28/2022 23:45,-0.01,26.8,-0.36,-4.5,101.601
16257,7/29/2022 0:00,-0.01,26.78,-0.36,-4.5,101.613
16258,7/29/2022 0:15,-0.01,26.76,-0.36,-4.5,101.575
16259,7/29/2022 0:30,-0.01,26.74,-0.36,-4.5,101.537
16260,7/29/2022 0:45,-0.01,26.74,-0.36,-4.5,101.545
16261,7/29/2022 1:00,-0.01,26.72,-0.36,-4.5,101.552
16262,7/29/2022 1:15,-0.01,26.7,-0.36,-4.5,101.524
16263,7/29/2022 1:30,-0.01,26.68,-0.36,-4.5,101.509
16264,7/29/2022 1:45,-0.01,26.68,-0.36,-4.5,101.5
16265,7/29/2022 2:00,-0.01,26.66,-0.36,-4.5,101.498
16266,7/29/2022 2:15,-0.01,26.64,-0.36,-4.5,101.482
16267,7/29/2022 2:30,-0.01,26.64,-0.36,-4.5,101.436
16268,7/29/2022 2:45,-0.01,26.62,-0.36,-4.5,101.464
16269,7/29/2022 3:00,-0.01,26.62,-0.36,-4.5,101.46
16270,7/29/2022 3:15,-0.01,26.6,-0.36,-4.5,101.468
16271,7/29/2022 3:30,-0.01,26.6,-0.36,-4.5,101.466
16272,7/29/2022 3:45,-0.01,26.58,-0.36,-4.5,101.475
16273,7/29/2022 4:00,-0.01,26.58,-0.36,-4.5,101.483
